Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,Referee,FTR,HTR,ResultNum
2011-09-11,Norwich,0,0,17,5,1,10,1,0,West Brom,1,1,14,9,3,11,2,0,M Halsey,A,A,0
2011-09-12,QPR,0,0,14,5,6,10,1,0,Newcastle,0,0,8,3,4,15,3,0,P Dowd,D,D,1
2011-09-17,Aston Villa,1,1,10,2,4,13,1,0,Newcastle,1,0,21,13,9,10,1,0,N Swarbrick,D,H,1
2011-09-17,Blackburn,4,1,10,5,2,14,2,0,Arsenal,3,2,24,16,13,9,1,0,A Marriner,H,A,2
2011-09-17,Bolton,1,0,7,7,6,8,3,1,Norwich,2,2,11,5,9,8,1,0,H Webb,A,A,0
2011-09-17,Everton,3,1,17,10,4,14,2,0,Wigan,1,1,9,4,9,8,1,0,P Walton,H,D,2
2011-09-17,Swansea,3,2,7,5,2,4,1,0,West Brom,0,0,13,8,8,9,2,0,M Atkinson,H,H,2
2011-09-17,Wolves,0,0,13,6,4,15,2,0,QPR,3,2,17,12,8,13,3,0,A Taylor,A,A,0
2011-09-18,Tottenham,4,1,24,16,4,10,1,0,Liverpool,0,0,5,2,1,9,4,2,M Jones,H,H,2
2011-09-18,Sunderland,4,3,8,7,6,15,1,0,Stoke,0,0,9,5,5,12,2,0,K Friend,H,H,2
2011-09-18,Fulham,2,0,14,11,6,10,1,0,Man City,2,1,18,11,9,9,1,0,M Clattenburg,D,A,1
2011-09-18,Man United,3,3,12,7,4,11,2,0,Chelsea,1,0,20,9,10,12,3,0,P Dowd,H,H,2
2011-09-24,Wigan,1,0,5,4,1,13,3,1,Tottenham,2,2,14,7,9,6,1,0,J Moss,A,A,0
2011-09-24,Arsenal,3,0,23,14,9,7,0,0,Bolton,0,0,3,3,2,9,1,1,M Clattenburg,H,D,2
2011-09-24,Chelsea,4,2,15,7,1,15,3,1,Swansea,1,0,5,4,6,11,3,0,M Dean,H,H,2
2011-09-24,Liverpool,2,2,14,6,7,15,3,0,Wolves,1,0,11,6,2,6,4,0,K Friend,H,H,2
2011-09-24,Man City,2,0,18,8,7,9,1,0,Everton,0,0,7,3,5,13,5,0,H Webb,H,D,2
2011-09-24,Newcastle,3,2,19,8,4,6,0,0,Blackburn,1,1,4,1,2,16,4,1,M Atkinson,H,H,2
2011-09-24,Stoke,1,0,14,8,8,10,1,0,Man United,1,1,13,9,8,3,0,0,P Walton,D,A,1
2011-09-24,West Brom,0,0,8,5,1,6,0,0,Fulham,0,0,18,9,1,14,3,0,S Attwell,D,D,1
2011-09-25,QPR,1,0,17,9,11,14,1,1,Aston Villa,1,0,8,4,8,19,6,0,M Oliver,D,D,1
2011-09-26,Norwich,2,1,11,8,7,3,2,0,Sunderland,1,0,12,6,4,7,1,0,C Foy,H,H,2
2011-10-01,Sunderland,2,2,12,7,7,9,2,0,West Brom,2,2,7,3,4,13,0,0,L Mason,D,D,1
2011-10-01,Man United,2,0,17,9,10,9,1,0,Norwich,0,0,13,6,3,6,0,0,S Attwell,H,D,2
2011-10-01,Aston Villa,2,1,16,10,5,12,0,0,Wigan,0,0,14,9,10,6,1,0,M Clattenburg,H,H,2
2011-10-01,Blackburn,0,0,5,4,4,9,1,0,Man City,4,0,19,12,5,14,1,0,P Dowd,A,D,0
2011-10-01,Wolves,1,0,25,12,10,7,1,0,Newcastle,2,2,10,6,5,10,2,0,M Halsey,A,A,0
2011-10-01,Everton,0,0,12,4,5,15,1,1,Liverpool,2,0,15,9,9,9,1,0,M Atkinson,A,D,0
2011-10-02,Swansea,2,1,9,5,6,14,3,0,Stoke,0,0,11,6,5,18,5,0,M Jones,H,H,2
2011-10-02,Tottenham,2,1,16,8,9,11,2,0,Arsenal,1,0,13,7,7,8,1,0,M Dean,H,H,2
2011-10-02,Bolton,1,0,14,10,4,10,1,0,Chelsea,5,4,21,14,5,11,2,0,P Walton,A,A,0
2011-10-02,Fulham,6,3,19,13,4,10,2,0,QPR,0,0,17,10,4,7,3,0,A Marriner,H,H,2
2011-10-15,Wigan,1,1,13,9,5,16,4,0,Bolton,3,2,14,11,4,14,4,0,M Dean,A,A,0
2011-10-15,Stoke,2,0,14,6,5,14,4,0,Fulham,0,0,4,1,2,15,4,0,M Atkinson,H,D,2
2011-10-15,QPR,1,1,12,6,5,10,3,0,Blackburn,1,1,10,9,7,13,2,0,M Clattenburg,D,D,1
2011-10-15,Chelsea,3,2,7,5,2,13,2,0,Everton,1,0,9,5,2,11,2,0,M Jones,H,H,2
2011-10-15,Man City,4,1,15,10,5,10,1,0,Aston Villa,1,0,8,6,1,6,1,0,A Taylor,H,H,2
2011-10-15,Liverpool,1,0,14,8,8,8,1,0,Man United,1,0,10,3,3,11,3,0,A Marriner,D,D,1
2011-10-15,Norwich,3,2,15,8,4,6,0,0,Swansea,1,1,12,4,4,5,1,0,J Moss,H,H,2
2011-10-16,Arsenal,2,1,20,11,9,9,3,0,Sunderland,1,1,8,4,2,19,3,0,H Webb,H,D,2
2011-10-16,Newcastle,2,0,12,7,5,11,1,0,Tottenham,2,1,11,8,2,15,2,0,L Probert,D,A,1
2011-10-16,West Brom,2,1,17,11,2,14,0,0,Wolves,0,0,13,10,11,12,1,0,C Foy,H,H,2
2011-10-22,Aston Villa,1,1,3,0,3,11,2,1,West Brom,2,1,8,5,8,8,3,0,P Dowd,A,D,0
2011-10-22,Bolton,0,0,15,8,2,15,0,0,Sunderland,2,0,18,10,11,14,3,0,M Jones,A,D,0
2011-10-22,Liverpool,1,1,25,15,10,6,0,0,Norwich,1,0,12,10,3,8,1,0,P Walton,D,H,1
2011-10-22,Newcastle,1,0,13,10,7,7,3,0,Wigan,0,0,12,5,3,22,2,0,N Swarbrick,H,D,2
2011-10-22,Wolves,2,0,20,13,8,14,2,0,Swansea,2,2,16,14,13,11,0,0,M Oliver,D,A,1
2011-10-23,Man United,1,0,12,8,7,15,4,1,Man City,6,1,19,12,4,11,4,0,M Clattenburg,A,A,0
2011-10-23,Arsenal,3,1,9,5,10,9,0,0,Stoke,1,1,5,2,1,13,2,0,L Mason,H,D,2
2011-10-23,Blackburn,1,1,19,8,8,19,4,0,Tottenham,2,1,9,7,5,7,1,0,S Attwell,A,D,0
2011-10-23,Fulham,1,0,15,8,5,12,3,0,Everton,3,1,11,7,1,8,1,0,L Probert,A,A,0
2011-10-23,QPR,1,1,8,3,0,17,2,0,Chelsea,0,0,14,7,6,17,7,2,C Foy,H,H,2
2011-10-29,Swansea,3,0,20,12,10,9,3,0,Bolton,1,0,8,3,2,14,4,1,M Clattenburg,H,D,2
2011-10-29,Wigan,0,0,18,9,9,17,2,0,Fulham,2,1,7,5,0,14,5,0,M Jones,A,A,0
2011-10-29,Sunderland,2,1,13,8,5,7,1,0,Aston Villa,2,1,10,5,6,13,3,0,C Foy,D,D,1
2011-10-29,West Brom,0,0,10,6,3,12,1,0,Liverpool,2,2,17,7,10,9,0,0,L Mason,A,A,0
2011-10-29,Man City,3,0,18,9,5,17,2,1,Wolves,1,0,9,2,4,5,1,0,S Attwell,H,D,2
2011-10-29,Chelsea,3,2,12,10,3,7,2,0,Arsenal,5,1,13,8,2,18,3,0,A Marriner,A,H,0
2011-10-29,Norwich,3,0,13,6,6,9,2,0,Blackburn,3,1,12,7,2,10,1,0,A Taylor,D,A,1
2011-10-29,Everton,0,0,18,11,4,12,3,0,Man United,1,1,7,6,1,8,0,0,M Halsey,A,A,0
2011-10-30,Tottenham,3,2,22,13,4,12,0,0,QPR,1,0,12,8,8,14,0,0,H Webb,H,H,2
2011-10-31,Stoke,1,0,10,4,8,8,0,0,Newcastle,3,2,6,2,2,14,1,0,M Dean,A,A,0
2011-11-05,Arsenal,3,2,12,7,4,12,0,0,West Brom,0,0,9,4,1,12,0,0,M Oliver,H,H,2
2011-11-05,Aston Villa,3,1,12,6,6,11,1,0,Norwich,2,1,9,7,6,9,5,0,K Friend,H,D,2
2011-11-05,Blackburn,0,0,13,8,5,12,4,0,Chelsea,1,0,12,8,8,10,2,0,M Dean,A,D,0
2011-11-05,Liverpool,0,0,18,10,11,13,2,0,Swansea,0,0,9,3,4,5,1,0,P Dowd,D,D,1
2011-11-05,Man United,1,1,15,9,6,6,0,0,Sunderland,0,0,9,3,2,14,2,0,L Mason,H,H,2
2011-11-05,Newcastle,2,2,10,6,5,12,2,0,Everton,1,1,14,6,3,15,3,0,A Marriner,H,H,2
2011-11-05,QPR,2,1,18,9,3,5,1,0,Man City,3,1,16,8,1,14,1,0,M Atkinson,A,D,0
2011-11-06,Wolves,3,1,13,12,5,11,2,0,Wigan,1,1,13,7,6,13,1,0,L Probert,H,D,2
2011-11-06,Bolton,5,2,20,16,12,10,0,0,Stoke,0,0,9,6,4,9,1,0,H Webb,H,H,2
2011-11-06,Fulham,1,0,26,20,11,5,0,0,Tottenham,3,2,8,8,1,9,1,0,P Walton,A,A,0
2011-11-19,West Brom,2,1,16,9,7,12,1,0,Bolton,1,1,8,6,5,12,0,0,N Swarbrick,H,D,2
2011-11-19,Everton,2,1,13,9,9,14,1,0,Wolves,1,1,4,1,1,13,2,0,J Moss,H,D,2
2011-11-19,Man City,3,2,12,9,4,10,0,0,Newcastle,1,0,10,7,5,7,0,0,C Foy,H,H,2
2011-11-19,Norwich,1,1,7,4,1,11,3,0,Arsenal,2,1,20,14,6,9,0,0,P Dowd,A,D,0
2011-11-19,Stoke,2,1,17,7,9,17,4,0,QPR,3,2,9,8,5,10,2,0,M Jones,A,A,0
2011-11-19,Sunderland,0,0,13,8,6,8,1,0,Fulham,0,0,13,9,7,12,1,0,A Taylor,D,D,1
2011-11-19,Swansea,0,0,9,6,6,6,0,0,Man United,1,1,13,7,2,9,1,0,M Dean,A,A,0
2011-11-19,Wigan,3,2,21,11,7,14,2,0,Blackburn,3,1,6,2,3,13,3,1,A Marriner,D,H,1
2011-11-20,Chelsea,1,0,18,5,6,13,3,0,Liverpool,2,1,9,3,5,11,2,0,L Probert,A,A,0
2011-11-21,Tottenham,2,2,20,9,11,4,0,0,Aston Villa,0,0,5,1,3,5,2,0,M Halsey,H,H,2
2011-11-26,Arsenal,1,0,20,12,13,9,1,0,Fulham,1,0,10,6,4,7,3,0,M Dean,D,D,1
2011-11-26,Bolton,0,0,8,7,2,9,1,1,Everton,2,0,17,14,4,10,1,0,M Oliver,A,D,0
2011-11-26,Chelsea,3,3,17,11,9,10,1,0,Wolves,0,0,7,2,2,10,2,0,L Mason,H,H,2
2011-11-26,Man United,1,0,23,13,11,12,1,0,Newcastle,1,0,8,6,3,15,4,1,M Jones,D,D,1
2011-11-26,Norwich,2,1,15,8,6,15,1,0,QPR,1,0,13,4,4,7,0,0,M Clattenburg,H,H,2
2011-11-26,Stoke,3,1,8,5,2,10,0,0,Blackburn,1,0,16,12,6,5,0,0,M Halsey,H,H,2
2011-11-26,Sunderland,1,1,17,11,3,12,3,0,Wigan,2,1,7,4,2,13,1,0,K Friend,A,D,0
2011-11-26,West Brom,1,1,9,5,1,11,2,0,Tottenham,3,1,23,14,10,13,1,0,L Probert,A,D,0
2011-11-27,Liverpool,1,1,17,9,8,11,1,0,Man City,1,1,7,3,5,13,4,1,M Atkinson,D,D,1
2011-11-27,Swansea,0,0,6,2,4,9,3,0,Aston Villa,0,0,9,4,6,17,4,0,N Swarbrick,D,D,1
2011-12-03,Wigan,0,0,7,4,4,8,3,0,Arsenal,4,2,16,10,5,12,2,0,M Clattenburg,A,A,0
2011-12-03,Tottenham,3,1,25,16,7,10,0,0,Bolton,0,0,13,9,6,5,2,1,S Attwell,H,H,2
2011-12-03,QPR,1,1,14,4,3,7,0,0,West Brom,1,0,15,10,5,9,3,0,M Atkinson,D,H,1
2011-12-03,Aston Villa,0,0,7,3,5,4,0,0,Man United,1,1,11,5,5,11,0,0,L Probert,A,A,0
2011-12-03,Man City,5,1,21,16,12,8,0,0,Norwich,1,0,5,2,4,7,1,0,H Webb,H,H,2
2011-12-03,Blackburn,4,2,14,9,3,12,1,0,Swansea,2,1,10,5,4,13,1,1,C Foy,H,H,2
2011-12-03,Newcastle,0,0,16,9,6,7,2,0,Chelsea,3,1,21,13,5,6,3,0,M Dean,A,A,0
2011-12-04,Everton,0,0,11,4,10,14,0,0,Stoke,1,1,7,4,6,13,1,0,L Mason,A,A,0
2011-12-04,Wolves,2,0,15,10,8,10,2,0,Sunderland,1,0,18,12,3,12,3,0,P Dowd,H,D,2
2011-12-05,Fulham,1,0,19,13,2,12,3,0,Liverpool,0,0,17,9,10,9,1,1,K Friend,H,D,2
2011-12-10,Norwich,4,1,13,11,7,9,3,0,Newcastle,2,1,11,8,2,8,2,1,M Atkinson,H,D,2
2011-12-10,Swansea,2,0,16,8,6,8,1,0,Fulham,0,0,12,7,5,7,1,0,J Moss,H,D,2
2011-12-10,West Brom,1,1,13,8,13,9,1,0,Wigan,2,1,7,4,2,7,1,0,M Dean,A,D,0
2011-12-10,Liverpool,1,0,21,15,17,12,2,0,QPR,0,0,6,2,5,5,0,0,L Mason,H,D,2
2011-12-10,Bolton,1,0,17,12,6,10,1,0,Aston Villa,2,2,17,11,10,7,2,0,P Dowd,A,A,0
2011-12-10,Arsenal,1,0,12,7,7,7,2,0,Everton,0,0,7,1,4,14,2,0,H Webb,H,D,2
2011-12-10,Man United,4,2,22,18,8,7,1,0,Wolves,1,0,11,8,2,8,0,0,M Oliver,H,H,2
2011-12-11,Stoke,2,2,10,7,7,8,2,0,Tottenham,1,0,15,12,12,7,2,1,C Foy,H,H,2
2011-12-11,Sunderland,2,0,22,12,9,11,2,0,Blackburn,1,1,3,2,0,7,2,0,P Walton,H,A,2
2011-12-12,Chelsea,2,1,13,7,5,11,4,0,Man City,1,1,7,4,1,18,2,1,M Clattenburg,H,D,2
2011-12-17,Wolves,1,1,10,5,7,8,2,0,Stoke,2,0,8,4,5,11,4,0,A Taylor,A,H,0
2011-12-17,Newcastle,0,0,17,6,9,11,1,0,Swansea,0,0,3,0,1,11,1,0,L Mason,D,D,1
2011-12-17,Wigan,1,0,15,7,7,8,0,0,Chelsea,1,0,10,5,5,6,0,0,M Atkinson,D,D,1
2011-12-17,Everton,1,0,28,15,13,9,1,0,Norwich,1,1,7,1,0,12,1,0,L Probert,D,A,1
2011-12-17,Blackburn,1,0,17,14,3,7,1,0,West Brom,2,0,13,6,7,10,1,0,M Clattenburg,A,D,0
2011-12-17,Fulham,2,2,16,9,8,6,1,0,Bolton,0,0,14,6,4,11,3,0,C Foy,H,H,2
2011-12-18,Aston Villa,0,0,16,8,4,5,1,0,Liverpool,2,2,19,12,10,14,2,0,P Walton,A,A,0
2011-12-18,Man City,1,0,15,9,4,13,2,0,Arsenal,0,0,12,8,6,10,3,0,P Dowd,H,D,2
2011-12-18,QPR,0,0,11,3,5,5,1,0,Man United,2,1,19,12,10,7,2,0,H Webb,A,A,0
2011-12-18,Tottenham,1,0,16,12,6,6,1,0,Sunderland,0,0,8,4,0,8,2,0,M Dean,H,D,2
2011-12-20,Blackburn,1,0,17,7,5,10,3,0,Bolton,2,2,8,5,9,7,0,0,M Atkinson,A,A,0
2011-12-20,Wolves,2,1,18,9,4,5,2,0,Norwich,2,1,18,14,6,11,2,0,C Foy,D,D,1
2011-12-21,Newcastle,2,1,21,11,10,9,1,0,West Brom,3,2,14,8,1,10,0,0,A Taylor,A,A,0
2011-12-21,Wigan,0,0,15,10,7,16,1,0,Liverpool,0,0,18,10,14,12,2,0,M Oliver,D,D,1
2011-12-21,Man City,3,2,20,16,5,7,2,0,Stoke,0,0,2,0,2,5,1,0,M Dean,H,H,2
2011-12-21,QPR,2,0,17,9,8,10,2,0,Sunderland,3,1,17,13,11,11,2,0,A Marriner,A,A,0
2011-12-21,Everton,1,0,13,6,9,8,1,0,Swansea,0,0,4,4,2,13,2,0,K Friend,H,D,2
2011-12-21,Aston Villa,1,0,10,4,7,10,2,1,Arsenal,2,1,8,6,15,8,3,0,J Moss,A,A,0
2011-12-21,Fulham,0,0,13,8,3,7,1,0,Man United,5,3,14,12,10,8,0,0,M Halsey,A,A,0
2011-12-22,Tottenham,1,1,16,10,7,14,2,0,Chelsea,1,1,20,10,4,8,2,0,H Webb,D,D,1
2011-12-26,Bolton,0,0,4,3,4,9,1,0,Newcastle,2,0,12,7,4,11,1,0,P Walton,A,D,0
2011-12-26,Chelsea,1,0,24,15,9,10,1,0,Fulham,1,0,9,6,3,12,1,0,K Friend,D,D,1
2011-12-26,Liverpool,1,0,28,13,9,5,1,0,Blackburn,1,1,5,2,2,15,0,0,M Jones,D,A,1
2011-12-26,Man United,5,2,17,9,10,12,2,0,Wigan,0,0,9,5,2,10,1,1,P Dowd,H,H,2
2011-12-26,Stoke,0,0,7,2,7,13,3,0,Aston Villa,0,0,10,4,7,10,0,0,M Clattenburg,D,D,1
2011-12-26,Sunderland,1,1,12,8,5,6,0,0,Everton,1,0,9,3,6,14,1,0,H Webb,D,H,1
2011-12-26,West Brom,0,0,7,3,5,8,0,0,Man City,0,0,18,9,9,8,1,0,L Mason,D,D,1
2011-12-27,Swansea,1,1,7,4,5,9,1,0,QPR,1,0,12,7,11,12,3,0,L Probert,D,H,1
2011-12-27,Norwich,0,0,8,4,3,7,1,0,Tottenham,2,0,19,8,10,6,1,0,M Oliver,A,D,0
2011-12-27,Arsenal,1,1,23,17,13,3,2,0,Wolves,1,1,6,4,3,12,3,1,S Attwell,D,D,1
2011-12-30,Liverpool,3,1,15,7,7,7,0,0,Newcastle,1,1,5,2,0,11,2,0,L Probert,H,D,2
2011-12-31,Arsenal,1,0,16,7,12,11,2,0,QPR,0,0,6,3,4,13,2,0,M Atkinson,H,D,2
2011-12-31,Bolton,1,1,13,9,3,11,0,0,Wolves,1,0,8,5,6,8,0,0,M Clattenburg,D,H,1
2011-12-31,Chelsea,1,1,16,5,9,7,1,0,Aston Villa,3,1,12,9,2,13,1,0,M Halsey,A,D,0
2011-12-31,Man United,2,0,26,13,17,8,2,0,Blackburn,3,1,10,5,3,10,2,0,M Dean,A,A,0
2011-12-31,Norwich,1,0,18,9,4,9,0,0,Fulham,1,1,11,6,3,6,0,0,H Webb,D,A,1
2011-12-31,Stoke,2,0,12,3,8,14,2,0,Wigan,2,1,10,6,5,5,3,1,M Oliver,D,A,1
2011-12-31,Swansea,1,0,14,8,10,8,1,0,Tottenham,1,1,12,7,5,4,2,0,P Dowd,D,A,1
2012-01-01,Sunderland,1,0,8,5,1,7,1,0,Man City,0,0,25,11,10,6,1,0,K Friend,H,D,2
2012-01-01,West Brom,0,0,10,2,2,10,0,0,Everton,1,0,13,8,7,8,2,0,S Attwell,A,D,0
2012-01-02,Wolves,1,0,9,5,0,9,3,0,Chelsea,2,0,15,10,5,10,2,0,P Walton,A,D,0
2012-01-02,QPR,1,1,9,6,2,12,2,1,Norwich,2,1,13,6,5,12,1,0,N Swarbrick,A,D,0
2012-01-02,Aston Villa,0,0,10,2,14,11,2,0,Swansea,2,1,8,4,0,6,4,0,A Taylor,A,A,0
2012-01-02,Blackburn,1,0,14,7,8,8,2,0,Stoke,2,2,8,3,3,7,1,0,L Mason,A,A,0
2012-01-02,Fulham,2,0,21,8,4,6,0,0,Arsenal,1,1,17,10,3,12,1,1,L Probert,H,A,2
2012-01-03,Man City,3,2,10,8,5,13,1,1,Liverpool,0,0,18,10,6,7,2,0,M Jones,H,H,2
2012-01-03,Tottenham,1,0,20,14,14,3,0,0,West Brom,0,0,8,2,7,14,5,0,M Halsey,H,D,2
2012-01-03,Wigan,1,0,20,10,9,9,1,0,Sunderland,4,1,10,9,6,6,0,0,M Dean,A,A,0
2012-01-04,Everton,1,0,10,4,5,7,1,0,Bolton,2,0,12,7,10,11,3,0,P Dowd,A,D,0
2012-01-04,Newcastle,3,1,10,6,4,16,1,0,Man United,0,0,6,6,4,15,2,0,H Webb,H,H,2
2012-01-11,Tottenham,2,1,14,7,6,5,1,0,Everton,0,0,11,4,4,15,3,0,M Atkinson,H,H,2
2012-01-14,West Brom,1,0,16,8,10,6,0,0,Norwich,2,1,7,4,5,14,1,0,M Dean,A,A,0
2012-01-14,Tottenham,1,0,22,10,8,6,1,0,Wolves,1,1,5,3,1,12,3,0,M Jones,D,A,1
2012-01-14,Man United,3,1,19,9,11,7,0,0,Bolton,0,0,11,5,3,7,1,0,P Walton,H,H,2
2012-01-14,Chelsea,1,1,21,10,8,9,3,0,Sunderland,0,0,9,4,2,9,1,0,P Dowd,H,H,2
2012-01-14,Blackburn,3,1,15,11,0,14,1,1,Fulham,1,0,17,7,9,11,1,0,A Taylor,H,H,2
2012-01-14,Aston Villa,1,0,17,11,9,12,1,0,Everton,1,0,7,4,3,11,1,0,M Clattenburg,D,D,1
2012-01-14,Liverpool,0,0,13,5,11,6,0,0,Stoke,0,0,3,1,1,11,3,0,H Webb,D,D,1
2012-01-15,Newcastle,1,1,9,4,3,5,0,0,QPR,0,0,15,9,2,9,4,0,C Foy,H,H,2
2012-01-15,Swansea,3,1,9,5,9,9,0,0,Arsenal,2,1,14,9,2,9,0,0,M Oliver,H,D,2
2012-01-16,Wigan,0,0,7,4,4,16,3,0,Man City,1,1,12,8,5,15,3,0,M Atkinson,A,A,0
2012-01-21,Sunderland,2,1,7,2,2,9,0,0,Swansea,0,0,11,4,4,6,0,0,C Foy,H,H,2
2012-01-21,Wolves,2,2,13,9,12,11,1,1,Aston Villa,3,1,11,5,3,8,0,0,M Oliver,A,H,0
2012-01-21,QPR,3,2,16,8,7,10,2,0,Wigan,1,0,9,4,1,15,2,0,J Moss,H,H,2
2012-01-21,Stoke,1,0,10,3,5,10,0,0,West Brom,2,1,15,6,1,10,0,0,A Taylor,A,A,0
2012-01-21,Fulham,5,0,10,7,2,8,0,0,Newcastle,2,1,15,9,6,12,4,0,L Mason,H,A,2
2012-01-21,Everton,1,1,15,8,5,15,2,0,Blackburn,1,0,14,8,8,13,2,0,M Halsey,D,H,1
2012-01-21,Bolton,3,2,15,8,5,10,0,0,Liverpool,1,1,11,8,5,13,2,0,K Friend,H,H,2
2012-01-21,Norwich,0,0,5,3,1,5,0,0,Chelsea,0,0,19,9,11,4,0,0,M Clattenburg,D,D,1
2012-01-22,Arsenal,1,0,12,6,0,15,5,0,Man United,2,1,9,5,5,6,2,0,M Dean,A,A,0
2012-01-22,Man City,3,0,13,7,9,7,2,0,Tottenham,2,0,12,7,4,10,1,0,H Webb,H,D,2
2012-01-31,Everton,1,0,9,4,3,12,1,0,Man City,0,0,17,11,9,9,2,0,P Walton,H,D,2
2012-01-31,Man United,2,1,11,7,9,9,1,0,Stoke,0,0,8,3,2,14,3,0,M Jones,H,H,2
2012-01-31,Swansea,1,1,7,5,1,10,2,0,Chelsea,1,0,20,10,11,19,3,1,A Marriner,D,H,1
2012-01-31,Tottenham,3,2,20,13,5,7,0,0,Wigan,1,0,10,6,0,7,1,0,L Probert,H,H,2
2012-01-31,Wolves,0,0,5,1,5,6,1,0,Liverpool,3,0,23,14,4,8,3,0,A Taylor,A,D,0
